"","study_title","primary_id","sequence_accession_number","run_id"
"1778","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERP114897","ERX3351907","ERR3327191"
"1779","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERP114897","ERX3351906","ERR3327190"
"1780","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERP114897","ERX3351905","ERR3327189"
"1781","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERP114897","ERX3351904","ERR3327188"
"1782","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERP114897","ERX3351903","ERR3327187"
"1783","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERP114897","ERX3351902","ERR3327186"
"1784","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERP114897","ERX3351901","ERR3327185"
"1785","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERP114897","ERX3351900","ERR3327184"
"1786","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERP114897","ERX3351899","ERR3327183"
"1787","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERP114897","ERX3351898","ERR3327182"
"1788","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERP114897","ERX3351897","ERR3327181"
"1789","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERP114897","ERX3351896","ERR3327180"
"1790","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERP114897","ERX3351895","ERR3327179"
"1791","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERP114897","ERX3351894","ERR3327178"
"1792","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERP114897","ERX3351893","ERR3327177"
"1793","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERP114897","ERX3351892","ERR3327176"
"1794","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERP114897","ERX3351891","ERR3327175"
"1795","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERP114897","ERX3351890","ERR3327174"
"1796","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERP114897","ERX3351889","ERR3327173"
"1797","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERP114897","ERX3351888","ERR3327172"
"1798","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERP114897","ERX3351887","ERR3327171"
"1799","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERP114897","ERX3351886","ERR3327170"
"1800","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERP114897","ERX3351885","ERR3327169"
"1801","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERP114897","ERX3351884","ERR3327168"
"1802","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERP114897","ERX3351883","ERR3327167"
"1803","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERP114897","ERX3351882","ERR3327166"
"1804","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERP114897","ERX3351881","ERR3327165"
"1805","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERP114897","ERX3351880","ERR3327164"
"1806","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERP114897","ERX3351879","ERR3327163"
"1807","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERP114897","ERX3351878","ERR3327162"
"1808","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERP114897","ERX3351877","ERR3327161"
"1809","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERP114897","ERX3351876","ERR3327160"
"1810","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERP114897","ERX3351875","ERR3327159"
"1811","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERP114897","ERX3351874","ERR3327158"
"1812","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERP114897","ERX3351873","ERR3327157"
"1813","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERP114897","ERX3351872","ERR3327156"
"1814","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERP114897","ERX3351871","ERR3327155"
"1815","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERP114897","ERX3351870","ERR3327154"
"1816","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERP114897","ERX3351869","ERR3327153"
"1817","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERP114897","ERX3351868","ERR3327152"
"1818","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERP114897","ERX3351867","ERR3327151"
"1819","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERP114897","ERX3351866","ERR3327150"
"1820","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERP114897","ERX3351865","ERR3327149"
"1821","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERP114897","ERX3351864","ERR3327148"
"1822","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERP114897","ERX3351863","ERR3327147"
"1823","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERP114897","ERX3351862","ERR3327146"
"1824","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERP114897","ERX3351861","ERR3327145"
"1825","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERP114897","ERX3351860","ERR3327144"
"1826","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERP114897","ERX3351859","ERR3327143"
"1827","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERP114897","ERX3351858","ERR3327142"
"1828","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERP114897","ERX3351857","ERR3327141"
"1829","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERP114897","ERX3351856","ERR3327140"
"1830","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERP114897","ERX3351855","ERR3327139"
"1831","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERP114897","ERX3351854","ERR3327138"
"1832","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERP114897","ERX3351853","ERR3327137"
"1833","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERP114897","ERX3351852","ERR3327136"
"1834","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERP114897","ERX3351851","ERR3327135"
"1835","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERP114897","ERX3351850","ERR3327134"
"1836","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERP114897","ERX3351849","ERR3327133"
"1837","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERP114897","ERX3351848","ERR3327132"
"1838","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERP114897","ERX3351847","ERR3327131"
"1839","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERP114897","ERX3351846","ERR3327130"
"1840","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERP114897","ERX3351845","ERR3327129"
"1841","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERP114897","ERX3351844","ERR3327128"
"1842","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERP114897","ERX3351843","ERR3327127"
"1843","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERP114897","ERX3351842","ERR3327126"
"1844","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERP114897","ERX3351841","ERR3327125"
"1845","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERP114897","ERX3351840","ERR3327124"
"1846","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERP114897","ERX3351839","ERR3327123"
"1847","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERP114897","ERX3351838","ERR3327122"
"1848","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERP114897","ERX3351837","ERR3327121"
"1849","Lactate metabolism is strongly modulated by fecal inoculum, pH and retention time in PolyFermS continuous colonic fermentation models mimicking young infant proximal colon","ERP114897","ERX3351836","ERR3327120"
"1850","MicrobNO: effect of NO pulse on gut microbiota","SRP309452","SRX10244060","SRR13863440"
"1851","MicrobNO: effect of NO pulse on gut microbiota","SRP309452","SRX10244059","SRR13863441"
"1852","MicrobNO: effect of NO pulse on gut microbiota","SRP309452","SRX10244058","SRR13863442"
"1853","MicrobNO: effect of NO pulse on gut microbiota","SRP309452","SRX10244057","SRR13863443"
"1854","MicrobNO: effect of NO pulse on gut microbiota","SRP309452","SRX10244056","SRR13863444"
"1855","MicrobNO: effect of NO pulse on gut microbiota","SRP309452","SRX10244055","SRR13863445"
"1856","MicrobNO: effect of NO pulse on gut microbiota","SRP309452","SRX10244054","SRR13863446"
"1857","MicrobNO: effect of NO pulse on gut microbiota","SRP309452","SRX10244053","SRR13863447"
"1858","MicrobNO: effect of NO pulse on gut microbiota","SRP309452","SRX10244052","SRR13863448"
"1859","MicrobNO: effect of NO pulse on gut microbiota","SRP309452","SRX10244051","SRR13863449"
"1860","MicrobNO: effect of NO pulse on gut microbiota","SRP309452","SRX10244050","SRR13863450"
"1861","MicrobNO: effect of NO pulse on gut microbiota","SRP309452","SRX10244049","SRR13863451"
"1862","MicrobNO: effect of NO pulse on gut microbiota","SRP309452","SRX10244048","SRR13863452"
"1863","MicrobNO: effect of NO pulse on gut microbiota","SRP309452","SRX10244047","SRR13863453"
"1864","MicrobNO: effect of NO pulse on gut microbiota","SRP309452","SRX10244046","SRR13863454"
"1865","MicrobNO: effect of NO pulse on gut microbiota","SRP309452","SRX10244045","SRR13863455"
"1866","MicrobNO: effect of NO pulse on gut microbiota","SRP309452","SRX10244044","SRR13863456"
"1867","MicrobNO: effect of NO pulse on gut microbiota","SRP309452","SRX10244043","SRR13863457"
"1868","MicrobNO: effect of NO pulse on gut microbiota","SRP309452","SRX10244042","SRR13863458"
"1869","MicrobNO: effect of NO pulse on gut microbiota","SRP309452","SRX10244041","SRR13863459"
"1870","MicrobNO: effect of NO pulse on gut microbiota","SRP309452","SRX10244040","SRR13863460"
"1871","MicrobNO: effect of NO pulse on gut microbiota","SRP309452","SRX10244039","SRR13863461"
"1872","MicrobNO: effect of NO pulse on gut microbiota","SRP309452","SRX10244038","SRR13863462"
"1873","MicrobNO: effect of NO pulse on gut microbiota","SRP309452","SRX10244037","SRR13863463"
"1874","MicrobNO: effect of NO pulse on gut microbiota","SRP309452","SRX10244036","SRR13863464"
"1875","MicrobNO: effect of NO pulse on gut microbiota","SRP309452","SRX10244035","SRR13863465"
"1876","MicrobNO: effect of NO pulse on gut microbiota","SRP309452","SRX10244034","SRR13863466"
"1877","MicrobNO: effect of NO pulse on gut microbiota","SRP309452","SRX10244033","SRR13863467"
"1878","MicrobNO: effect of NO pulse on gut microbiota","SRP309452","SRX10244032","SRR13863468"
"1879","MicrobNO: effect of NO pulse on gut microbiota","SRP309452","SRX10244031","SRR13863469"
"1880","MicrobNO: effect of NO pulse on gut microbiota","SRP309452","SRX10244030","SRR13863470"
"1881","MicrobNO: effect of NO pulse on gut microbiota","SRP309452","SRX10244029","SRR13863471"
"1882","MicrobNO: effect of NO pulse on gut microbiota","SRP309452","SRX10244028","SRR13863472"
"1883","MicrobNO: effect of NO pulse on gut microbiota","SRP309452","SRX10244027","SRR13863473"
"1884","MicrobNO: effect of NO pulse on gut microbiota","SRP309452","SRX10244026","SRR13863474"
"1885","MicrobNO: effect of NO pulse on gut microbiota","SRP309452","SRX10244025","SRR13863475"
"1886","MicrobNO: effect of NO pulse on gut microbiota","SRP309452","SRX10244024","SRR13863476"
"1887","MicrobNO: effect of NO pulse on gut microbiota","SRP309452","SRX10244023","SRR13863477"
"1888","MicrobNO: effect of NO pulse on gut microbiota","SRP309452","SRX10244022","SRR13863478"
"1889","MicrobNO: effect of NO pulse on gut microbiota","SRP309452","SRX10244021","SRR13863479"
"1890","MicrobNO: effect of NO pulse on gut microbiota","SRP309452","SRX10244020","SRR13863480"
"1891","MicrobNO: effect of NO pulse on gut microbiota","SRP309452","SRX10244019","SRR13863481"
"1892","MicrobNO: effect of NO pulse on gut microbiota","SRP309452","SRX10244018","SRR13863482"
"1893","MicrobNO: effect of NO pulse on gut microbiota","SRP309452","SRX10244017","SRR13863483"
"1894","Raw sequence reads of bacterial microbiota of artificial human intestine under different food supply","SRP187837","SRX5491382","SRR8695500"
"1895","Raw sequence reads of bacterial microbiota of artificial human intestine under different food supply","SRP187837","SRX5491381","SRR8695501"
"1896","Raw sequence reads of bacterial microbiota of artificial human intestine under different food supply","SRP187837","SRX5491380","SRR8695502"
"1897","Raw sequence reads of bacterial microbiota of artificial human intestine under different food supply","SRP187837","SRX5491379","SRR8695503"
"1898","Raw sequence reads of bacterial microbiota of artificial human intestine under different food supply","SRP187837","SRX5491378","SRR8695504"
"1899","Raw sequence reads of bacterial microbiota of artificial human intestine under different food supply","SRP187837","SRX5491377","SRR8695505"
"1900","Raw sequence reads of bacterial microbiota of artificial human intestine under different food supply","SRP187837","SRX5491376","SRR8695506"
"1901","Raw sequence reads of bacterial microbiota of artificial human intestine under different food supply","SRP187837","SRX5491375","SRR8695507"
"1902","Raw sequence reads of bacterial microbiota of artificial human intestine under different food supply","SRP187837","SRX5491374","SRR8695508"
"1903","Raw sequence reads of bacterial microbiota of artificial human intestine under different food supply","SRP187837","SRX5491373","SRR8695509"
"1904","Raw sequence reads of bacterial microbiota of artificial human intestine under different food supply","SRP187837","SRX5491372","SRR8695510"
"1905","Raw sequence reads of bacterial microbiota of artificial human intestine under different food supply","SRP187837","SRX5491371","SRR8695511"
"1906","Raw sequence reads of bacterial microbiota of artificial human intestine under different food supply","SRP187837","SRX5491370","SRR8695512"
"1907","Raw sequence reads of bacterial microbiota of artificial human intestine under different food supply","SRP187837","SRX5491369","SRR8695513"
"1908","Raw sequence reads of bacterial microbiota of artificial human intestine under different food supply","SRP187837","SRX5491368","SRR8695514"
"1909","Raw sequence reads of bacterial microbiota of artificial human intestine under different food supply","SRP187837","SRX5491367","SRR8695515"
"1910","Raw sequence reads of bacterial microbiota of artificial human intestine under different food supply","SRP187837","SRX5491366","SRR8695516"
"1911","Raw sequence reads of bacterial microbiota of artificial human intestine under different food supply","SRP187837","SRX5491365","SRR8695517"
"1912","Raw sequence reads of bacterial microbiota of artificial human intestine under different food supply","SRP187837","SRX5491364","SRR8695518"
"1913","Raw sequence reads of bacterial microbiota of artificial human intestine under different food supply","SRP187837","SRX5491363","SRR8695519"
"1914","Raw sequence reads of bacterial microbiota of artificial human intestine under different food supply","SRP187837","SRX5491362","SRR8695520"
"1915","Raw sequence reads of bacterial microbiota of artificial human intestine under different food supply","SRP187837","SRX5491361","SRR8695521"
"1916","Raw sequence reads of bacterial microbiota of artificial human intestine under different food supply","SRP187837","SRX5491360","SRR8695522"
"1917","Raw sequence reads of bacterial microbiota of artificial human intestine under different food supply","SRP187837","SRX5491359","SRR8695523"
"1918","Raw sequence reads of bacterial microbiota of artificial human intestine under different food supply","SRP187837","SRX5491358","SRR8695524"
"1919","Raw sequence reads of bacterial microbiota of artificial human intestine under different food supply","SRP187837","SRX5491357","SRR8695525"
"1920","Raw sequence reads of bacterial microbiota of artificial human intestine under different food supply","SRP187837","SRX5491356","SRR8695526"
"1921","Reuse of persimmon and blueberry by-products: in vitro digestion and fermentation by gut microbiota","ERP120273","ERX3969441","ERR3966098"
"1922","Reuse of persimmon and blueberry by-products: in vitro digestion and fermentation by gut microbiota","ERP120273","ERX3969432","ERR3966089"
"1923","Reuse of persimmon and blueberry by-products: in vitro digestion and fermentation by gut microbiota","ERP120273","ERX3969424","ERR3966081"
"1924","Reuse of persimmon and blueberry by-products: in vitro digestion and fermentation by gut microbiota","ERP120273","ERX3969415","ERR3966072"
"1925","Reuse of persimmon and blueberry by-products: in vitro digestion and fermentation by gut microbiota","ERP120273","ERX3969407","ERR3966064"
"1926","Reuse of persimmon and blueberry by-products: in vitro digestion and fermentation by gut microbiota","ERP120273","ERX3969399","ERR3966056"
"1927","Reuse of persimmon and blueberry by-products: in vitro digestion and fermentation by gut microbiota","ERP120273","ERX3969390","ERR3966047"
"1928","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031075","SRR12541381"
"1929","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031074","SRR12541382"
"1930","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031073","SRR12541383"
"1931","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031072","SRR12541384"
"1932","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031071","SRR12541385"
"1933","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031070","SRR12541386"
"1934","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031069","SRR12541387"
"1935","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031068","SRR12541388"
"1936","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031067","SRR12541389"
"1937","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031066","SRR12541390"
"1938","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031065","SRR12541391"
"1939","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031064","SRR12541392"
"1940","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031063","SRR12541393"
"1941","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031062","SRR12541394"
"1942","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031061","SRR12541395"
"1943","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031060","SRR12541396"
"1944","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031059","SRR12541397"
"1945","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031058","SRR12541398"
"1946","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031057","SRR12541399"
"1947","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031056","SRR12541400"
"1948","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031055","SRR12541401"
"1949","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031054","SRR12541402"
"1950","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031053","SRR12541403"
"1951","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031052","SRR12541404"
"1952","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031051","SRR12541405"
"1953","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031050","SRR12541406"
"1954","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031049","SRR12541407"
"1955","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031048","SRR12541408"
"1956","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031047","SRR12541409"
"1957","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031046","SRR12541410"
"1958","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031045","SRR12541411"
"1959","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031044","SRR12541412"
"1960","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031043","SRR12541413"
"1961","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031042","SRR12541414"
"1962","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031041","SRR12541415"
"1963","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031040","SRR12541416"
"1964","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031039","SRR12541417"
"1965","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031038","SRR12541418"
"1966","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031037","SRR12541419"
"1967","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031036","SRR12541420"
"1968","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031035","SRR12541421"
"1969","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031034","SRR12541422"
"1970","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031033","SRR12541423"
"1971","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031032","SRR12541424"
"1972","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031031","SRR12541425"
"1973","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031030","SRR12541426"
"1974","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031029","SRR12541427"
"1975","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031028","SRR12541428"
"1976","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031027","SRR12541429"
"1977","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031026","SRR12541430"
"1978","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031025","SRR12541431"
"1979","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031024","SRR12541432"
"1980","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031023","SRR12541433"
"1981","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031022","SRR12541434"
"1982","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031021","SRR12541435"
"1983","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031020","SRR12541436"
"1984","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031019","SRR12541437"
"1985","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031018","SRR12541438"
"1986","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031017","SRR12541439"
"1987","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031016","SRR12541440"
"1988","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031015","SRR12541441"
"1989","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031014","SRR12541442"
"1990","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031013","SRR12541443"
"1991","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031012","SRR12541444"
"1992","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031011","SRR12541445"
"1993","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031010","SRR12541446"
"1994","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031009","SRR12541447"
"1995","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031008","SRR12541448"
"1996","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031007","SRR12541449"
"1997","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031006","SRR12541450"
"1998","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031005","SRR12541451"
"1999","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031004","SRR12541452"
"2000","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031003","SRR12541453"
"2001","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031002","SRR12541454"
"2002","Simulated Gastrointestinal Model Targeted loci environmental","SRP279236","SRX9031001","SRR12541455"
